VideoID,Title,PublishDate,Views,Likes,Comments,WatchTimeMinutes,SubscribersGained,TrafficSource,DeviceType,Country,Impressions,CTR (%),AverageViewDuration (sec),Revenue ($)
VID10227,Video Tutorial #45,2023-03-18,16492,2630,225,2679,88,Suggested Videos,Console,UK,70880,11.95,133,93.3
VID10228,Video Tutorial #181,2023-04-18,9815,1965,422,16669,154,External,TV,Germany,106558,7.76,140,12.34
VID10229,Video Tutorial #31,2021-10-18,10052,1058,18,16091,128,External,TV,Germany,57203,8.2,457,74.85
VID10230,Video Tutorial #169,2025-06-09,11440,4832,30,12948,84,YouTube Search,TV,UK,63720,16.74,498,104.87
VID10231,Video Tutorial #130,2021-10-11,44486,758,632,5727,58,Browse Features,Mobile,UK,89690,4.7,610,87.82
VID10232,Video Tutorial #100,2021-10-08,18996,1796,23,12292,9,External,Mobile,Germany,84224,12.79,899,67.56
VID10233,Video Tutorial #139,2025-05-04,49062,1644,210,14901,152,Suggested Videos,TV,Canada,44690,13.02,799,33.9
VID10234,Video Tutorial #95,2023-03-27,6691,4850,160,9307,56,External,Tablet,Germany,100296,16.68,709,46.8
VID10235,Video Tutorial #265,2023-11-23,33759,24,254,14211,65,YouTube Search,Console,UK,72654,13.12,834,105.24
VID10236,Video Tutorial #109,2023-10-30,45633,1240,570,16299,118,Browse Features,Desktop,Australia,141793,10.94,590,34.02
VID10237,Video Tutorial #266,2024-06-11,39359,4151,113,12883,111,Notifications,TV,UK,117881,16.34,279,93.45
VID10238,Video Tutorial #243,2023-01-06,15674,3098,503,16522,14,YouTube Search,Desktop,USA,1073,15.1,511,88.67
VID10239,Video Tutorial #280,2024-10-27,10016,1305,671,19962,155,YouTube Search,Desktop,UK,58886,13.19,360,145.58
VID10240,Video Tutorial #233,2024-02-09,23864,2543,219,13458,12,Browse Features,Console,Germany,105019,1.55,616,9.59
VID10241,Video Tutorial #95,2023-11-25,34239,3713,356,15208,113,Notifications,Mobile,Canada,37197,7.35,230,16.66
VID10242,Video Tutorial #259,2025-01-15,5815,3956,168,7632,117,External,Desktop,Canada,121503,11.74,483,76.16
VID10243,Video Tutorial #15,2022-03-17,30272,4530,523,8090,141,Notifications,Desktop,USA,34345,9.88,533,79.3
VID10244,Video Tutorial #179,2025-01-17,49637,4304,241,2412,113,Notifications,Tablet,USA,54941,6.43,575,6.47
VID10245,Video Tutorial #298,2024-02-04,17273,4229,374,18041,193,YouTube Search,Mobile,UK,25446,3.46,855,123.97
VID10246,Video Tutorial #30,2025-02-02,36819,1306,138,3566,33,External,TV,India,105733,10.4,140,74.46
VID10247,Video Tutorial #250,2024-06-03,12697,4465,96,2203,100,Notifications,TV,UK,72080,5.86,893,52.32
VID10248,Video Tutorial #288,2022-06-27,38066,3175,146,10249,24,External,Tablet,UK,90517,4.96,857,48.17
VID10249,Video Tutorial #33,2025-10-09,5009,3629,181,19498,111,Browse Features,Console,Germany,77042,7.78,778,129.28
VID10250,Video Tutorial #122,2022-09-06,27307,782,56,18528,53,YouTube Search,TV,Canada,105247,14.35,573,29.91
VID10251,Video Tutorial #56,2022-06-14,32034,567,41,8593,11,Browse Features,Mobile,Australia,91075,9.29,238,24.48
VID10252,Video Tutorial #98,2024-06-05,22262,4623,710,18673,125,Notifications,Console,UK,6072,4.68,673,32.37
VID10253,Video Tutorial #103,2025-07-17,27265,4133,542,12885,136,Suggested Videos,Mobile,Canada,48163,2.99,647,93.94
VID10254,Video Tutorial #153,2025-09-07,36707,4274,691,10696,30,Notifications,Tablet,India,130117,9.48,62,121.73
VID10255,Video Tutorial #117,2023-04-09,29107,639,1,17546,77,YouTube Search,Desktop,Canada,57155,14.5,584,49.98
VID10256,Video Tutorial #201,2025-08-10,34144,3701,287,1304,52,YouTube Search,Tablet,USA,142103,12.1,136,26.43
VID10257,Video Tutorial #189,2023-04-24,38719,4168,137,15458,111,Notifications,TV,India,138874,4.95,294,31.77
VID10258,Video Tutorial #77,2025-05-13,36176,2400,616,10377,42,Suggested Videos,Console,India,84934,8.42,255,93.07
VID10259,Video Tutorial #84,2023-03-05,34403,2671,511,19639,165,Suggested Videos,Desktop,Canada,57550,15.54,516,37.28
VID10260,Video Tutorial #176,2024-07-23,13550,1173,729,13347,41,Suggested Videos,TV,UK,65352,4.02,208,131.65
VID10261,Video Tutorial #47,2022-07-08,44378,1721,221,6664,123,Notifications,Mobile,Germany,47004,10.05,251,16.03
VID10262,Video Tutorial #117,2021-12-04,16822,105,330,19332,199,Suggested Videos,TV,Canada,52420,7.06,399,5.34
VID10263,Video Tutorial #35,2024-09-30,48636,1683,616,19020,175,YouTube Search,Tablet,Australia,31100,3.11,666,13.71
VID10264,Video Tutorial #56,2023-10-20,3382,4317,403,17343,66,YouTube Search,Console,Germany,95441,1.85,817,126.92
VID10265,Video Tutorial #43,2023-11-01,49905,1850,507,12703,65,External,Console,Germany,2699,10.45,196,97.86
VID10266,Video Tutorial #32,2023-08-08,22268,863,126,9251,143,Suggested Videos,TV,Canada,87736,1.35,692,143.68
VID10267,Video Tutorial #2,2021-12-12,35638,3446,264,4085,82,External,Console,UK,118,2.76,582,50.78
VID10268,Video Tutorial #145,2023-12-27,15522,2566,711,12661,93,YouTube Search,TV,Australia,132030,6.91,329,32.3
VID10269,Video Tutorial #200,2025-05-14,5009,299,763,9285,104,Notifications,Console,UK,71016,1.74,410,84.52
VID10270,Video Tutorial #286,2022-04-29,17493,2909,14,12848,143,YouTube Search,Desktop,Germany,119293,7.81,64,80.91
VID10271,Video Tutorial #162,2025-09-20,45184,4138,225,1668,30,Browse Features,Tablet,Germany,58870,3.22,436,88.86
VID10272,Video Tutorial #142,2025-01-31,25924,771,104,6942,117,Browse Features,Tablet,Canada,37587,6.95,531,52.46
VID10273,Video Tutorial #285,2022-12-17,1351,2540,744,14258,185,Notifications,Mobile,India,144115,14.45,343,1.38
VID10274,Video Tutorial #10,2024-05-18,43369,1463,492,6969,27,External,Console,Germany,102442,11.65,845,5.74
VID10275,Video Tutorial #247,2023-04-26,24130,3855,318,18211,3,Suggested Videos,Mobile,India,61557,8.57,772,99.74
VID10276,Video Tutorial #14,2022-01-28,20733,3119,218,8392,137,Suggested Videos,Tablet,USA,18936,2.56,756,78.73
VID10277,Video Tutorial #246,2025-10-30,29706,2133,276,16854,178,Notifications,Desktop,Australia,101250,11.53,855,123.24
VID10278,Video Tutorial #28,2025-09-05,22505,1710,772,15009,17,Browse Features,Mobile,UK,11494,3.78,130,45.41
VID10279,Video Tutorial #203,2023-02-17,4162,991,340,6386,46,Suggested Videos,Tablet,Canada,72258,2.3,598,122.41
VID10280,Video Tutorial #116,2021-10-11,45581,711,451,18915,159,Browse Features,Tablet,Australia,124760,12.29,244,64.11
VID10281,Video Tutorial #65,2021-12-16,44592,4305,368,3486,157,Browse Features,TV,Germany,110699,16.51,697,14.96
VID10282,Video Tutorial #142,2024-06-03,16932,39,473,19099,163,Browse Features,Mobile,Germany,25380,8.83,605,146.7
VID10283,Video Tutorial #112,2021-11-19,32195,1276,189,4376,8,Browse Features,Tablet,Germany,124321,1.7,91,77.03
VID10284,Video Tutorial #205,2024-04-10,41438,4858,418,16216,163,External,Tablet,India,77418,15.97,880,94.61
VID10285,Video Tutorial #195,2024-09-22,32785,1437,709,12468,28,Suggested Videos,Desktop,India,132331,2.14,398,100.78
VID10286,Video Tutorial #20,2022-08-24,7295,2994,788,37,143,Suggested Videos,Console,India,70262,15.75,397,54.68
VID10287,Video Tutorial #113,2023-06-19,44649,1470,494,11174,91,Notifications,Console,Germany,52812,7.66,603,112.26
VID10288,Video Tutorial #280,2022-10-10,2155,2100,38,6558,148,Suggested Videos,Tablet,Canada,109678,7.21,123,130.6
VID10289,Video Tutorial #62,2025-08-05,42563,374,161,3034,63,Notifications,Mobile,India,137761,10.23,498,58.38
VID10290,Video Tutorial #160,2025-01-05,21761,4252,120,1274,110,Browse Features,TV,UK,48341,17.27,882,98.72
VID10291,Video Tutorial #60,2025-10-18,5680,4026,398,9057,193,External,Tablet,Canada,23333,16.28,55,113.69
VID10292,Video Tutorial #86,2023-05-24,3256,1114,261,12227,123,YouTube Search,TV,USA,8277,9.0,464,28.92
VID10293,Video Tutorial #133,2024-06-10,19003,2727,727,6597,186,Notifications,Tablet,UK,114606,12.83,150,50.22
VID10294,Video Tutorial #44,2023-10-20,35446,2399,560,6587,109,Notifications,Desktop,UK,61451,10.87,79,16.76
VID10295,Video Tutorial #43,2022-06-03,10118,3235,603,17645,117,YouTube Search,TV,USA,92008,12.79,793,90.53
VID10296,Video Tutorial #53,2022-11-19,13444,1266,128,12806,155,Browse Features,Console,Australia,51927,15.1,65,120.24
VID10297,Video Tutorial #41,2025-03-14,1117,3124,539,3880,182,YouTube Search,TV,UK,80601,1.59,439,91.82
VID10298,Video Tutorial #138,2022-04-08,15295,654,355,1336,99,Browse Features,TV,USA,68872,6.54,318,27.38
VID10299,Video Tutorial #71,2024-07-10,9909,4159,659,9227,30,External,Tablet,UK,15711,17.31,408,82.18
VID10300,Video Tutorial #5,2024-05-14,29214,509,431,16755,160,YouTube Search,Console,USA,41103,17.14,129,125.32
VID10301,Video Tutorial #71,2024-05-09,39460,2340,64,17612,187,External,Desktop,Australia,142512,1.19,353,45.76
VID10302,Video Tutorial #26,2022-03-09,15427,3163,217,615,168,YouTube Search,TV,Germany,96729,4.42,358,124.98
VID10303,Video Tutorial #84,2022-05-26,36884,1688,562,18064,80,Notifications,Desktop,Australia,86743,17.89,677,117.8
VID10304,Video Tutorial #111,2023-08-08,33765,1389,426,13013,45,YouTube Search,Tablet,Canada,74784,9.38,735,3.75
VID10305,Video Tutorial #187,2024-05-09,20823,2198,73,10499,48,External,TV,UK,108710,10.74,250,36.3
VID10306,Video Tutorial #138,2023-09-13,33989,3912,459,17671,192,External,Desktop,UK,120432,3.83,820,81.67
VID10307,Video Tutorial #207,2022-06-12,48649,2929,424,16792,41,Browse Features,Desktop,India,83135,16.2,867,107.78
VID10308,Video Tutorial #54,2025-08-24,6164,4800,710,13497,150,Suggested Videos,Console,Canada,18265,4.93,596,132.14
VID10309,Video Tutorial #56,2024-12-26,32989,516,191,18566,111,Suggested Videos,Console,Germany,109422,4.22,139,96.34
VID10310,Video Tutorial #56,2024-04-26,12868,3659,188,19204,26,Browse Features,TV,UK,149432,4.88,178,57.36
VID10311,Video Tutorial #183,2024-10-08,9385,1834,11,14743,159,Browse Features,TV,Canada,54615,16.63,435,28.1
VID10312,Video Tutorial #47,2024-04-01,42869,30,238,6284,87,Suggested Videos,Console,UK,109546,12.95,806,114.13
VID10313,Video Tutorial #39,2024-09-06,6259,3215,592,10854,120,Suggested Videos,Mobile,UK,30580,14.07,703,31.41
VID10314,Video Tutorial #191,2025-04-15,43198,326,452,19333,2,Suggested Videos,Mobile,UK,59889,7.41,728,104.47
VID10315,Video Tutorial #43,2023-02-25,3627,3767,382,13199,59,Suggested Videos,Desktop,Australia,32291,16.46,439,27.59
VID10316,Video Tutorial #252,2025-02-02,8430,4112,781,17338,78,Browse Features,Mobile,Germany,59588,14.42,158,14.11
VID10317,Video Tutorial #254,2024-04-11,4126,111,47,10981,144,YouTube Search,Mobile,Germany,87557,13.76,513,38.04
VID10318,Video Tutorial #34,2023-08-27,32975,107,316,5975,31,External,Mobile,Germany,102576,17.51,137,43.1
VID10319,Video Tutorial #293,2023-09-10,40595,2427,208,12631,6,External,Tablet,Germany,144008,7.23,418,97.26
VID10320,Video Tutorial #298,2024-08-26,41255,4379,546,6358,70,External,Mobile,USA,74625,11.39,454,24.55
VID10321,Video Tutorial #58,2025-10-22,11145,4365,118,17590,127,External,Tablet,USA,52748,16.47,476,139.58
VID10322,Video Tutorial #132,2024-10-20,48097,2532,576,17606,196,Suggested Videos,Desktop,USA,13840,14.45,97,83.38
VID10323,Video Tutorial #173,2025-08-18,19229,3145,314,833,57,Suggested Videos,Console,India,95816,10.58,95,73.89
VID10324,Video Tutorial #207,2023-06-28,40018,4694,753,7094,167,Browse Features,TV,India,144274,2.3,685,65.49
VID10325,Video Tutorial #213,2022-06-22,28450,799,35,12465,111,Suggested Videos,Mobile,Germany,129777,12.1,594,85.21
VID10326,Video Tutorial #59,2024-02-05,18811,2438,462,10617,47,Notifications,TV,Germany,114017,9.95,669,3.86
VID10327,Video Tutorial #295,2022-10-25,47665,2012,763,16929,178,Suggested Videos,Desktop,Germany,101730,4.13,533,148.52
VID10328,Video Tutorial #263,2025-10-31,41859,426,754,14246,184,Suggested Videos,TV,Canada,25321,16.0,533,83.85
VID10329,Video Tutorial #113,2024-04-14,1860,3045,553,19404,110,External,Mobile,USA,63365,6.84,350,5.76
VID10330,Video Tutorial #259,2023-03-09,21624,3289,580,16246,70,Suggested Videos,Tablet,Canada,819,7.59,748,88.7
VID10331,Video Tutorial #218,2024-05-16,28612,2915,402,10829,164,External,Console,USA,132241,12.43,861,65.84
VID10332,Video Tutorial #223,2024-01-04,40713,1240,106,11979,74,Suggested Videos,TV,Germany,54814,9.31,757,4.09
VID10333,Video Tutorial #176,2023-07-26,18560,3392,38,17343,73,External,Console,India,73385,2.52,609,138.7
VID10334,Video Tutorial #274,2023-05-28,7003,4214,580,11710,120,External,TV,USA,13035,7.59,476,2.08
VID10335,Video Tutorial #234,2023-08-11,39141,3998,179,553,54,External,Tablet,India,119462,2.61,603,86.89
VID10336,Video Tutorial #187,2025-03-13,22181,3007,11,3910,40,External,Console,India,44135,4.24,239,144.29
VID10337,Video Tutorial #292,2024-08-20,26933,3040,338,11955,96,Suggested Videos,Tablet,UK,126787,1.12,878,36.02
VID10338,Video Tutorial #289,2025-02-21,38423,599,715,4234,147,External,Tablet,Canada,96356,4.08,868,38.5
VID10339,Video Tutorial #140,2024-11-30,5941,2088,547,13768,32,External,Tablet,Australia,18640,6.62,399,0.56
VID10340,Video Tutorial #248,2023-05-29,35894,1185,125,14959,167,External,Desktop,Canada,73580,10.15,593,10.42
VID10341,Video Tutorial #92,2025-04-16,18778,2751,62,2876,33,External,TV,Germany,48802,16.63,657,7.21
VID10342,Video Tutorial #9,2022-01-18,33437,2585,81,18640,61,Browse Features,Tablet,Germany,78383,10.19,487,123.49
VID10343,Video Tutorial #33,2025-09-27,11144,4760,298,18230,18,YouTube Search,Tablet,USA,146393,13.0,606,125.59
VID10344,Video Tutorial #133,2024-06-11,2457,3514,33,8278,170,Notifications,Tablet,Canada,54881,7.08,671,109.14
VID10345,Video Tutorial #202,2022-12-08,12694,4746,751,12823,196,Browse Features,Tablet,India,7187,13.78,718,53.24
VID10346,Video Tutorial #43,2022-07-20,35822,4055,608,16742,190,Browse Features,Console,USA,22889,11.55,819,123.28
VID10347,Video Tutorial #194,2023-04-10,20348,4384,48,4611,9,Browse Features,TV,USA,133371,8.82,192,81.2
VID10348,Video Tutorial #194,2023-06-26,43496,3937,657,12940,119,Browse Features,Tablet,Australia,87373,4.29,361,45.99
VID10349,Video Tutorial #125,2024-04-07,36857,1700,636,4343,122,External,Tablet,Germany,115410,6.16,693,65.87
VID10350,Video Tutorial #18,2022-03-26,34122,4508,700,5409,103,Suggested Videos,Console,USA,147916,11.56,379,10.33
VID10351,Video Tutorial #99,2025-02-02,38448,2576,56,17849,140,Notifications,Desktop,UK,98331,8.24,777,141.76
VID10352,Video Tutorial #94,2021-11-26,28719,136,108,18579,4,Notifications,Tablet,India,13994,16.12,699,93.06
VID10353,Video Tutorial #56,2022-02-13,30211,2026,516,7446,57,External,TV,Canada,53195,4.99,497,109.82
VID10354,Video Tutorial #226,2023-12-01,7332,3536,23,14957,58,External,Console,UK,29372,2.24,455,101.65
VID10355,Video Tutorial #206,2024-05-06,26589,4855,220,13971,127,External,Tablet,UK,54121,11.02,356,100.33
VID10356,Video Tutorial #46,2024-01-10,3357,2891,314,8096,186,YouTube Search,Mobile,Australia,33745,16.06,135,3.08
VID10357,Video Tutorial #141,2022-04-15,17795,2758,293,3692,85,Suggested Videos,TV,UK,112179,7.2,847,79.04
VID10358,Video Tutorial #84,2025-01-31,39483,3774,9,18240,103,External,TV,India,21279,12.01,284,123.35
VID10359,Video Tutorial #105,2021-10-31,37112,381,676,1864,142,External,Desktop,USA,10791,4.93,387,7.16
VID10360,Video Tutorial #122,2021-11-19,34605,1529,480,2995,128,Suggested Videos,Desktop,UK,129536,10.49,473,143.45
VID10361,Video Tutorial #133,2023-04-12,1123,4902,726,10827,37,YouTube Search,TV,Germany,45411,14.38,142,63.91
VID10362,Video Tutorial #49,2021-12-18,32733,4572,637,19288,106,Notifications,Desktop,Germany,95481,15.74,59,43.84
VID10363,Video Tutorial #4,2022-06-21,25791,3629,266,7506,108,YouTube Search,Console,Canada,25067,2.79,553,80.01
VID10364,Video Tutorial #246,2023-12-30,22336,849,791,568,52,Notifications,TV,Germany,28578,7.06,718,120.28
VID10365,Video Tutorial #189,2023-04-11,3649,4993,87,19290,51,YouTube Search,Mobile,UK,40432,11.87,879,71.48
VID10366,Video Tutorial #38,2023-09-10,27343,4128,454,1264,0,YouTube Search,Tablet,India,138238,1.59,75,96.94
VID10367,Video Tutorial #244,2022-07-15,15439,1928,625,15677,10,Suggested Videos,Mobile,India,39413,12.74,200,75.24
VID10368,Video Tutorial #211,2022-10-03,44163,2166,532,18075,57,External,TV,Canada,67957,9.98,159,94.88
VID10369,Video Tutorial #213,2024-06-27,12368,4287,147,16088,127,YouTube Search,Tablet,India,46000,5.91,786,21.14
VID10370,Video Tutorial #264,2025-10-08,48925,2122,756,10016,167,Suggested Videos,Console,Canada,126961,14.85,382,6.28
VID10371,Video Tutorial #7,2022-06-04,3105,4719,777,6293,187,Notifications,Tablet,Australia,41198,5.93,232,20.97
VID10372,Video Tutorial #275,2024-12-27,17093,2919,728,8864,43,YouTube Search,Mobile,Germany,8394,17.85,255,43.23
VID10373,Video Tutorial #130,2024-10-21,6370,4682,430,12318,5,Browse Features,Tablet,UK,96884,14.88,109,38.38
VID10374,Video Tutorial #112,2024-04-17,39331,473,751,3335,155,Notifications,Desktop,Australia,40726,13.04,339,92.47
VID10375,Video Tutorial #19,2024-07-04,4692,1788,743,17635,158,External,Tablet,UK,20803,2.04,64,68.66
VID10376,Video Tutorial #115,2025-07-13,27208,114,743,3153,7,YouTube Search,Tablet,Canada,103793,16.37,593,6.3
VID10377,Video Tutorial #127,2023-09-01,9371,1337,241,3047,4,Notifications,Tablet,USA,134377,14.43,190,5.71
VID10378,Video Tutorial #51,2024-09-23,14482,339,701,12427,105,External,Mobile,Australia,11728,4.89,625,14.04
VID10379,Video Tutorial #59,2025-09-27,22807,2286,740,18175,181,External,Mobile,Australia,103755,7.67,869,53.29
VID10380,Video Tutorial #283,2024-03-25,37284,1197,65,4685,111,Browse Features,Tablet,Australia,6618,5.57,464,1.42
VID10381,Video Tutorial #238,2025-02-07,26094,79,377,17871,16,External,Mobile,UK,139118,17.74,567,74.35
VID10382,Video Tutorial #56,2022-08-02,22021,4560,387,7158,165,External,Mobile,Germany,710,15.52,254,54.42
VID10383,Video Tutorial #36,2025-10-14,44276,2653,790,7561,8,Browse Features,TV,Canada,34411,16.81,475,83.54
VID10384,Video Tutorial #243,2023-12-16,48697,4658,780,16500,77,Notifications,Console,UK,126519,14.41,346,108.26
VID10385,Video Tutorial #115,2023-08-29,25777,4381,208,2678,13,External,Mobile,Canada,41976,8.76,695,38.02
VID10386,Video Tutorial #165,2023-12-11,22609,4319,414,17558,153,Suggested Videos,Desktop,Canada,50433,4.49,834,23.98
VID10387,Video Tutorial #163,2022-12-09,8334,2641,15,14922,112,Suggested Videos,Tablet,USA,84292,4.54,443,42.07
VID10388,Video Tutorial #176,2025-11-05,43576,1257,296,17551,189,Browse Features,Mobile,Australia,41911,3.58,124,0.76
VID10389,Video Tutorial #29,2023-05-29,17715,828,219,2256,90,Notifications,TV,Germany,70172,10.29,254,18.44
VID10390,Video Tutorial #274,2024-06-21,27526,2719,768,6663,24,YouTube Search,Desktop,Australia,115507,16.64,808,112.75
VID10391,Video Tutorial #166,2024-09-07,11041,4924,366,11143,163,Notifications,Desktop,India,43074,17.86,582,33.81
VID10392,Video Tutorial #266,2022-10-23,19611,2811,779,7659,97,YouTube Search,Desktop,Germany,82083,5.88,674,149.15
VID10393,Video Tutorial #150,2022-03-19,4561,3386,228,16905,160,Suggested Videos,Mobile,India,45923,12.85,95,25.59
VID10394,Video Tutorial #257,2024-05-24,10846,1966,630,8451,2,Suggested Videos,Tablet,UK,98963,11.15,426,118.42
VID10395,Video Tutorial #98,2022-02-25,3931,2428,439,898,138,Suggested Videos,Console,USA,100137,9.31,239,105.9
VID10396,Video Tutorial #116,2022-06-28,15718,2842,689,9225,111,Browse Features,Desktop,USA,67178,12.32,503,48.66
VID10397,Video Tutorial #31,2024-05-26,35231,614,531,8801,185,Browse Features,Tablet,Canada,107867,7.31,694,49.95
VID10398,Video Tutorial #1,2024-06-05,34362,563,449,19416,191,External,TV,Australia,68051,17.06,713,84.75
VID10399,Video Tutorial #178,2023-05-21,28156,4827,35,18924,145,Browse Features,Tablet,UK,109387,12.99,866,127.93
VID10400,Video Tutorial #137,2023-08-18,27272,4353,421,11085,46,YouTube Search,Tablet,USA,144077,13.82,600,58.23
VID10401,Video Tutorial #233,2022-09-17,15779,185,619,15214,171,YouTube Search,Console,India,21701,5.12,725,9.65
VID10402,Video Tutorial #113,2025-10-26,4834,2193,188,18458,186,Notifications,Console,Germany,103791,3.87,519,56.48
VID10403,Video Tutorial #15,2024-07-06,38444,4066,177,9960,49,External,Console,Germany,48535,7.7,209,31.49
VID10404,Video Tutorial #118,2025-01-17,37332,246,607,5423,196,External,Tablet,Germany,11346,14.03,863,140.91
VID10405,Video Tutorial #35,2024-12-16,33963,4087,314,6547,156,YouTube Search,Tablet,Australia,2558,16.96,865,104.74
VID10406,Video Tutorial #110,2024-05-09,9152,2235,19,3579,123,YouTube Search,TV,USA,6128,8.26,553,8.1
VID10407,Video Tutorial #270,2022-10-06,44316,866,675,1252,89,YouTube Search,TV,Australia,119347,14.16,488,44.3
VID10408,Video Tutorial #132,2023-06-22,38268,2088,381,4339,66,Notifications,Desktop,Australia,52001,9.0,97,8.01
VID10409,Video Tutorial #280,2024-02-07,18000,601,608,10497,1,Browse Features,Console,UK,137478,6.02,358,124.59
VID10410,Video Tutorial #185,2022-09-23,4557,3034,142,18319,152,Suggested Videos,Tablet,USA,106655,13.57,231,135.99
VID10411,Video Tutorial #208,2023-03-01,46353,2057,61,3405,146,External,Desktop,Canada,27778,14.57,504,17.29
VID10412,Video Tutorial #184,2022-05-06,37066,2132,241,16834,167,Suggested Videos,Mobile,Germany,90544,4.45,547,66.32
VID10413,Video Tutorial #144,2021-11-29,13573,533,237,19137,1,YouTube Search,Desktop,UK,12463,6.19,44,139.82
VID10414,Video Tutorial #29,2023-02-11,24717,2043,130,8049,64,Notifications,Desktop,Australia,145238,9.41,71,22.21
VID10415,Video Tutorial #175,2024-05-01,4042,358,604,8208,189,Browse Features,Desktop,Germany,63904,4.17,572,44.14
VID10416,Video Tutorial #289,2023-02-18,41340,378,602,1596,90,Notifications,Console,Canada,114533,16.79,722,45.99
VID10417,Video Tutorial #297,2025-04-30,8077,2220,644,17219,181,Notifications,Tablet,Australia,48644,11.05,803,4.99
VID10418,Video Tutorial #29,2021-10-10,22194,4489,122,3834,172,Suggested Videos,TV,UK,98347,3.06,318,5.92
VID10419,Video Tutorial #278,2023-06-13,25580,4798,439,17662,115,Browse Features,Mobile,UK,289,4.13,562,142.94
VID10420,Video Tutorial #153,2025-09-15,44790,3308,341,3446,48,Notifications,TV,India,11852,17.22,723,85.88
VID10421,Video Tutorial #46,2023-01-19,15355,2597,418,8099,68,Notifications,TV,Canada,7582,13.55,725,46.34
VID10422,Video Tutorial #263,2021-10-25,43611,784,629,16067,165,External,Tablet,USA,16779,13.48,273,57.11
VID10423,Video Tutorial #147,2024-01-13,21781,2380,454,1320,131,Browse Features,Mobile,Germany,123156,2.23,891,107.37
VID10424,Video Tutorial #123,2025-11-06,20723,3604,197,9829,144,Suggested Videos,Console,Canada,899,16.22,690,55.29
VID10425,Video Tutorial #246,2023-01-28,33347,983,281,15475,125,Suggested Videos,Tablet,Canada,121791,8.54,797,34.55
VID10426,Video Tutorial #133,2022-11-05,25892,3943,0,13467,180,Suggested Videos,Console,Germany,141106,12.22,641,15.72
VID10427,Video Tutorial #152,2024-04-23,23877,2591,722,487,52,YouTube Search,Tablet,Canada,57658,17.31,596,109.48
VID10428,Video Tutorial #195,2025-05-04,37552,1043,774,8916,111,Suggested Videos,Console,USA,59323,2.7,727,27.49
VID10429,Video Tutorial #193,2024-01-18,46716,2539,331,9878,158,YouTube Search,TV,UK,41656,9.2,861,10.91
VID10430,Video Tutorial #154,2023-01-06,26223,862,211,18556,149,YouTube Search,Desktop,Canada,141081,1.84,627,64.33
VID10431,Video Tutorial #158,2024-10-30,18959,1877,86,518,138,Notifications,Tablet,Canada,91567,9.49,203,6.42
VID10432,Video Tutorial #265,2025-06-07,31057,1836,664,7329,161,External,TV,USA,110819,5.29,563,144.77
VID10433,Video Tutorial #249,2025-04-18,13035,4209,698,391,112,YouTube Search,Tablet,USA,91504,16.49,538,94.28
VID10434,Video Tutorial #181,2022-08-08,22575,3527,60,15297,142,Browse Features,Tablet,USA,43658,7.77,273,23.33
VID10435,Video Tutorial #149,2023-01-14,46807,1686,796,1855,113,Browse Features,Mobile,USA,103118,11.78,89,26.28
VID10436,Video Tutorial #241,2022-08-23,35560,3402,94,12572,137,YouTube Search,Mobile,Australia,11508,15.62,133,85.69
VID10437,Video Tutorial #22,2023-09-18,37453,1623,785,9920,180,External,Console,Germany,35707,17.72,680,53.81
VID10438,Video Tutorial #173,2025-05-18,37243,4958,552,4639,47,Notifications,Mobile,UK,61784,9.56,332,116.25
VID10439,Video Tutorial #181,2024-10-10,41479,2658,146,5714,30,YouTube Search,Desktop,Canada,27426,8.75,700,82.1
VID10440,Video Tutorial #143,2025-05-14,3880,1933,245,1786,36,External,Desktop,Germany,13701,2.29,773,65.28
VID10441,Video Tutorial #258,2025-07-28,583,508,643,15523,107,Browse Features,Desktop,India,124694,1.22,106,144.47
VID10442,Video Tutorial #276,2025-10-23,47068,4562,296,18678,27,YouTube Search,TV,UK,1235,11.35,47,58.91
VID10443,Video Tutorial #299,2022-03-02,20996,3479,122,15238,158,Browse Features,Tablet,Australia,12013,2.11,563,60.39
VID10444,Video Tutorial #199,2023-07-23,23554,2657,654,1254,69,Notifications,Tablet,Germany,10201,7.47,213,100.03
VID10445,Video Tutorial #259,2024-06-24,45065,1122,693,1343,13,Suggested Videos,TV,Australia,149803,1.06,686,121.52
VID10446,Video Tutorial #145,2024-04-06,28305,290,703,3679,121,External,Tablet,UK,102920,11.46,579,94.12
VID10447,Video Tutorial #180,2023-08-13,36905,2830,455,17594,15,Notifications,Console,USA,62210,8.23,310,104.94
VID10448,Video Tutorial #163,2025-06-13,41771,2210,398,18188,24,YouTube Search,Tablet,India,19315,3.16,317,56.25
VID10449,Video Tutorial #226,2023-09-02,46111,4813,718,15589,166,External,Desktop,India,145196,6.04,684,72.18
VID10450,Video Tutorial #49,2025-03-14,41900,1401,230,17848,65,YouTube Search,TV,Germany,77049,10.68,554,29.96
VID10451,Video Tutorial #200,2023-12-07,35173,567,533,1943,37,External,Console,UK,81955,12.16,727,102.2
VID10452,Video Tutorial #39,2024-08-25,34773,1474,401,756,168,Suggested Videos,Mobile,Australia,106379,8.86,503,33.61
VID10453,Video Tutorial #27,2025-02-02,35789,1988,591,9042,102,Suggested Videos,Mobile,USA,141683,14.67,296,0.69
VID10454,Video Tutorial #187,2025-04-30,5589,3788,129,6837,97,Suggested Videos,TV,India,121998,2.91,810,140.1
